meal_name,carb,meat,vege,fruit,type,vegan,allergy,time
Tuna Salad with tomato lettuce and cucumber,None,tuna,lettuce,None,salad,no,None,Lunch
Tuna Salad with tomato lettuce and cucumber,None,tuna,lettuce,None,salad,no,egg,Lunch
Tuna Salad with tomato lettuce and cucumber,None,tuna,lettuce,None,salad,no,gluten,Lunch
Tuna Salad with tomato lettuce and cucumber,None,tuna,lettuce,None,salad,no,lactose,Lunch
Tuna Salad with tomato lettuce and cucumber,None,tuna,lettuce,None,salad,no,bean/nuts,Lunch
Tuna Salad with tomato lettuce and cucumber,None,tuna,cucumber,None,salad,no,None,Lunch
Tuna Salad with tomato lettuce and cucumber,None,tuna,cucumber,None,salad,no,egg,Lunch
Tuna Salad with tomato lettuce and cucumber,None,tuna,cucumber,None,salad,no,gluten,Lunch
Tuna Salad with tomato lettuce and cucumber,None,tuna,cucumber,None,salad,no,lactose,Lunch
Tuna Salad with tomato lettuce and cucumber,None,tuna,cucumber,None,salad,no,bean/nuts,Lunch
Salmon Salad with tomato lettuce and cucumber,None,salmon,tomato,None,salad,no,None,Lunch
Salmon Salad with tomato lettuce and cucumber,None,salmon,tomato,None,salad,no,egg,Lunch
Salmon Salad with tomato lettuce and cucumber,None,salmon,tomato,None,salad,no,gluten,Lunch
Salmon Salad with tomato lettuce and cucumber,None,salmon,tomato,None,salad,no,lactose,Lunch
Salmon Salad with tomato lettuce and cucumber,None,salmon,tomato,None,salad,no,bean/nuts,Lunch
Salmon Salad with tomato lettuce and cucumber,None,salmon,lettuce,None,salad,no,None,Lunch
Salmon Salad with tomato lettuce and cucumber,None,salmon,lettuce,None,salad,no,egg,Lunch
Salmon Salad with tomato lettuce and cucumber,None,salmon,lettuce,None,salad,no,gluten,Lunch
Salmon Salad with tomato lettuce and cucumber,None,salmon,lettuce,None,salad,no,lactose,Lunch
Salmon Salad with tomato lettuce and cucumber,None,salmon,lettuce,None,salad,no,bean/nuts,Lunch
Salmon Salad with tomato lettuce and cucumber,None,salmon,cucumber,None,salad,no,None,Lunch
Salmon Salad with tomato lettuce and cucumber,None,salmon,cucumber,None,salad,no,egg,Lunch
Salmon Salad with tomato lettuce and cucumber,None,salmon,cucumber,None,salad,no,gluten,Lunch
Salmon Salad with tomato lettuce and cucumber,None,salmon,cucumber,None,salad,no,lactose,Lunch
Salmon Salad with tomato lettuce and cucumber,None,salmon,cucumber,None,salad,no,bean/nuts,Lunch
Noodle Salad with chicken cucumber cabbage and tomato,noodle,chicken,cucumber,None,salad,no,None,Lunch
Noodle Salad with chicken cucumber cabbage and tomato,noodle,chicken,cucumber,None,salad,no,egg,Lunch
Noodle Salad with chicken cucumber cabbage and tomato,noodle,chicken,cucumber,None,salad,no,seafood,Lunch
Noodle Salad with chicken cucumber cabbage and tomato,noodle,chicken,cucumber,None,salad,no,lactose,Lunch
Noodle Salad with chicken cucumber cabbage and tomato,noodle,chicken,cucumber,None,salad,no,bean/nuts,Lunch
Noodle Salad with chicken cucumber cabbage and tomato,noodle,chicken,cabbage,None,salad,no,None,Lunch
Noodle Salad with chicken cucumber cabbage and tomato,noodle,chicken,cabbage,None,salad,no,egg,Lunch
Noodle Salad with chicken cucumber cabbage and tomato,noodle,chicken,cabbage,None,salad,no,seafood,Lunch
Noodle Salad with chicken cucumber cabbage and tomato,noodle,chicken,cabbage,None,salad,no,lactose,Lunch
Noodle Salad with chicken cucumber cabbage and tomato,noodle,chicken,cabbage,None,salad,no,bean/nuts,Lunch
Noodle Salad with chicken cucumber cabbage and tomato,noodle,chicken,tomato,None,salad,no,None,Lunch
Noodle Salad with chicken cucumber cabbage and tomato,noodle,chicken,tomato,None,salad,no,egg,Lunch
Noodle Salad with chicken cucumber cabbage and tomato,noodle,chicken,tomato,None,salad,no,seafood,Lunch
Noodle Salad with chicken cucumber cabbage and tomato,noodle,chicken,tomato,None,salad,no,lactose,Lunch
Noodle Salad with chicken cucumber cabbage and tomato,noodle,chicken,tomato,None,salad,no,bean/nuts,Lunch
Noodle Salad with pork cucumber cabbage and tomato,noodle,pork,cucumber,None,salad,no,None,Lunch
Noodle Salad with pork cucumber cabbage and tomato,noodle,pork,cucumber,None,salad,no,egg,Lunch
Noodle Salad with pork cucumber cabbage and tomato,noodle,pork,cucumber,None,salad,no,seafood,Lunch
Noodle Salad with pork cucumber cabbage and tomato,noodle,pork,cucumber,None,salad,no,lactose,Lunch
Noodle Salad with pork cucumber cabbage and tomato,noodle,pork,cucumber,None,salad,no,bean/nuts,Lunch
Noodle Salad with pork cucumber cabbage and tomato,noodle,pork,cabbage,None,salad,no,None,Lunch
Noodle Salad with pork cucumber cabbage and tomato,noodle,pork,cabbage,None,salad,no,egg,Lunch
Noodle Salad with pork cucumber cabbage and tomato,noodle,pork,cabbage,None,salad,no,seafood,Lunch
Noodle Salad with pork cucumber cabbage and tomato,noodle,pork,cabbage,None,salad,no,lactose,Lunch
Noodle Salad with pork cucumber cabbage and tomato,noodle,pork,cabbage,None,salad,no,bean/nuts,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,tomato,None,salad,no,None,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,tomato,None,salad,no,egg,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,tomato,None,salad,no,seafood,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,tomato,None,salad,no,lactose,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,tomato,None,salad,no,bean/nuts,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cucumber,None,salad,no,None,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cucumber,None,salad,no,egg,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cucumber,None,salad,no,seafood,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cucumber,None,salad,no,lactose,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cucumber,None,salad,no,bean/nuts,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cabbage,None,salad,no,None,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cabbage,None,salad,no,egg,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cabbage,None,salad,no,seafood,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cabbage,None,salad,no,lactose,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cabbage,None,salad,no,bean/nuts,Lunch
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,tomato,None,salad,no,None,Lunch
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,tomato,None,salad,no,egg,Lunch
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,tomato,None,salad,no,seafood,Lunch
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,tomato,None,salad,no,lactose,Lunch
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,tomato,None,salad,no,bean/nuts,Lunch
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cucumber,None,salad,no,None,Lunch
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cucumber,None,salad,no,egg,Lunch
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cucumber,None,salad,no,seafood,Lunch
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cucumber,None,salad,no,lactose,Lunch
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cucumber,None,salad,no,bean/nuts,Lunch
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cabbage,None,salad,no,None,Lunch
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cabbage,None,salad,no,egg,Lunch
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cabbage,None,salad,no,seafood,Lunch
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cabbage,None,salad,no,lactose,Lunch
Noodle Salad with beef cucumber cabbage and tomato,noodle,beef,cabbage,None,salad,no,bean/nuts,Lunch
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,cucumber,None,salad,no,None,Lunch
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,cucumber,None,salad,no,egg,Lunch
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,cucumber,None,salad,no,lactose,Lunch
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,cucumber,None,salad,no,bean/nuts,Lunch
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,cabbage,None,salad,no,None,Lunch
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,cabbage,None,salad,no,egg,Lunch
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,cabbage,None,salad,no,lactose,Lunch
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,cabbage,None,salad,no,bean/nuts,Lunch
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,tomato,None,salad,no,None,Lunch
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,tomato,None,salad,no,egg,Lunch
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,tomato,None,salad,no,lactose,Lunch
Noodle Salad with shrimp cucumber cabbage and tomato,noodle,shrimp,tomato,None,salad,no,bean/nuts,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,tomato,None,salad,no,None,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,tomato,None,salad,no,egg,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,tomato,None,salad,no,seafood,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,tomato,None,salad,no,lactose,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,tomato,None,salad,no,bean/nuts,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cucumber,None,salad,no,None,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cucumber,None,salad,no,egg,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cucumber,None,salad,no,seafood,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cucumber,None,salad,no,lactose,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cucumber,None,salad,no,bean/nuts,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cabbage,None,salad,no,None,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cabbage,None,salad,no,egg,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cabbage,None,salad,no,seafood,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cabbage,None,salad,no,lactose,Lunch
Noodle Salad with turkey cucumber cabbage and tomato,noodle,turkey,cabbage,None,salad,no,bean/nuts,Lunch
Rice Salad with veges,rice,None,tomato,None,salad,yes,None,Lunch
Rice Salad with veges,rice,None,tomato,None,salad,no,None,Lunch
Rice Salad with veges,rice,None,tomato,None,salad,yes,egg,Lunch
Rice Salad with veges,rice,None,tomato,None,salad,no,egg,Lunch
Rice Salad with veges,rice,None,tomato,None,salad,yes,bean/nuts,Lunch
Rice Salad with veges,rice,None,tomato,None,salad,no,bean/nuts,Lunch
Rice Salad with veges,rice,None,tomato,None,salad,yes,lactose,Lunch
Rice Salad with veges,rice,None,tomato,None,salad,no,lactose,Lunch
Rice Salad with veges,rice,None,tomato,None,salad,yes,seafood,Lunch
Rice Salad with veges,rice,None,tomato,None,salad,no,seafood,Lunch
Rice Salad with veges,rice,None,cucumber,None,salad,yes,None,Lunch
Rice Salad with veges,rice,None,cucumber,None,salad,no,None,Lunch
Rice Salad with veges,rice,None,cucumber,None,salad,yes,egg,Lunch
Rice Salad with veges,rice,None,cucumber,None,salad,no,egg,Lunch
Rice Salad with veges,rice,None,cucumber,None,salad,yes,bean/nuts,Lunch
Rice Salad with veges,rice,None,cucumber,None,salad,no,bean/nuts,Lunch
Rice Salad with veges,rice,None,cucumber,None,salad,yes,lactose,Lunch
Rice Salad with veges,rice,None,cucumber,None,salad,no,lactose,Lunch
Rice Salad with veges,rice,None,cucumber,None,salad,yes,seafood,Lunch
Rice Salad with veges,rice,None,cucumber,None,salad,no,seafood,Lunch
Rice Salad with veges,rice,None,cabbage,None,salad,yes,None,Lunch
Rice Salad with veges,rice,None,cabbage,None,salad,no,None,Lunch
Rice Salad with veges,rice,None,cabbage,None,salad,yes,egg,Lunch
Rice Salad with veges,rice,None,cabbage,None,salad,no,egg,Lunch
Rice Salad with veges,rice,None,cabbage,None,salad,yes,bean/nuts,Lunch
Rice Salad with veges,rice,None,cabbage,None,salad,no,bean/nuts,Lunch
Rice Salad with veges,rice,None,cabbage,None,salad,yes,lactose,Lunch
Rice Salad with veges,rice,None,cabbage,None,salad,no,lactose,Lunch
Rice Salad with veges,rice,None,cabbage,None,salad,yes,seafood,Lunch
Rice Salad with veges,rice,None,cabbage,None,salad,no,seafood,Lunch
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cucumber,None,salad,no,None,Lunch
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cucumber,None,salad,no,egg,Lunch
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cucumber,None,salad,no,seafood,Lunch
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cucumber,None,salad,no,lactose,Lunch
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cucumber,None,salad,no,bean/nuts,Lunch
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cabbage,None,salad,no,None,Lunch
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cabbage,None,salad,no,egg,Lunch
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cabbage,None,salad,no,seafood,Lunch
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cabbage,None,salad,no,lactose,Lunch
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,cabbage,None,salad,no,bean/nuts,Lunch
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,tomato,None,salad,no,None,Lunch
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,tomato,None,salad,no,egg,Lunch
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,tomato,None,salad,no,seafood,Lunch
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,tomato,None,salad,no,lactose,Lunch
Rice Salad with chicken cucumber cabbage and tomato,rice,chicken,tomato,None,salad,no,bean/nuts,Lunch
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cucumber,None,salad,no,None,Lunch
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cucumber,None,salad,no,egg,Lunch
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cucumber,None,salad,no,seafood,Lunch
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cucumber,None,salad,no,lactose,Lunch
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cucumber,None,salad,no,bean/nuts,Lunch
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cabbage,None,salad,no,None,Lunch
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cabbage,None,salad,no,egg,Lunch
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cabbage,None,salad,no,seafood,Lunch
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cabbage,None,salad,no,lactose,Lunch
Rice Salad with pork cucumber cabbage and tomato,rice,pork,cabbage,None,salad,no,bean/nuts,Lunch
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,tomato,None,salad,no,None,Lunch
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,tomato,None,salad,no,egg,Lunch
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,tomato,None,salad,no,seafood,Lunch
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,tomato,None,salad,no,lactose,Lunch
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,tomato,None,salad,no,bean/nuts,Lunch
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cucumber,None,salad,no,None,Lunch
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cucumber,None,salad,no,egg,Lunch
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cucumber,None,salad,no,seafood,Lunch
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cucumber,None,salad,no,lactose,Lunch
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cucumber,None,salad,no,bean/nuts,Lunch
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cabbage,None,salad,no,None,Lunch
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cabbage,None,salad,no,egg,Lunch
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cabbage,None,salad,no,seafood,Lunch
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cabbage,None,salad,no,lactose,Lunch
Rice Salad with turkey cucumber cabbage and tomato,rice,turkey,cabbage,None,salad,no,bean/nuts,Lunch
Rice Salad with beef cucumber cabbage and tomato,rice,beef,tomato,None,salad,no,None,Lunch
Rice Salad with beef cucumber cabbage and tomato,rice,beef,tomato,None,salad,no,egg,Lunch
Rice Salad with beef cucumber cabbage and tomato,rice,beef,tomato,None,salad,no,seafood,Lunch
Rice Salad with beef cucumber cabbage and tomato,rice,beef,tomato,None,salad,no,lactose,Lunch
Rice Salad with beef cucumber cabbage and tomato,rice,beef,tomato,None,salad,no,bean/nuts,Lunch
Rice Salad with beef cucumber cabbage and tomato,rice,beef,cucumber,None,salad,no,None,Lunch
Rice Salad with beef cucumber cabbage and tomato,rice,beef,cucumber,None,salad,no,egg,Lunch
Rice Salad with beef cucumber cabbage and tomato,rice,beef,cucumber,None,salad,no,seafood,Lunch
